WRIST_x,WRIST_y,WRIST_z,THUMB_CMC_x,THUMB_CMC_y,THUMB_CMC_z,THUMB_MCP_x,THUMB_MCP_y,THUMB_MCP_z,THUMB_IP_x,THUMB_IP_y,THUMB_IP_z,THUMB_TIP_x,THUMB_TIP_y,THUMB_TIP_z,INDEX_FINGER_MCP_x,INDEX_FINGER_MCP_y,INDEX_FINGER_MCP_z,INDEX_FINGER_PIP_x,INDEX_FINGER_PIP_y,INDEX_FINGER_PIP_z,INDEX_FINGER_DIP_x,INDEX_FINGER_DIP_y,INDEX_FINGER_DIP_z,INDEX_FINGER_TIP_x,INDEX_FINGER_TIP_y,INDEX_FINGER_TIP_z,MIDDLE_FINGER_MCP_x,MIDDLE_FINGER_MCP_y,MIDDLE_FINGER_MCP_z,MIDDLE_FINGER_PIP_x,MIDDLE_FINGER_PIP_y,MIDDLE_FINGER_PIP_z,MIDDLE_FINGER_DIP_x,MIDDLE_FINGER_DIP_y,MIDDLE_FINGER_DIP_z,MIDDLE_FINGER_TIP_x,MIDDLE_FINGER_TIP_y,MIDDLE_FINGER_TIP_z,RING_FINGER_MCP_x,RING_FINGER_MCP_y,RING_FINGER_MCP_z,RING_FINGER_PIP_x,RING_FINGER_PIP_y,RING_FINGER_PIP_z,RING_FINGER_DIP_x,RING_FINGER_DIP_y,RING_FINGER_DIP_z,RING_FINGER_TIP_x,RING_FINGER_TIP_y,RING_FINGER_TIP_z,PINKY_MCP_x,PINKY_MCP_y,PINKY_MCP_z,PINKY_PIP_x,PINKY_PIP_y,PINKY_PIP_z,PINKY_DIP_x,PINKY_DIP_y,PINKY_DIP_z,PINKY_TIP_x,PINKY_TIP_y,PINKY_TIP_z,hand,class
0.4646584987640381,0.7175869345664978,-6.279232911765575e-05,0.429229199886322,0.6686078310012817,0.036088742315769196,0.4070397615432739,0.6128519177436829,0.04037085548043251,0.3883020877838135,0.5654394030570984,0.04397602379322052,0.36578744649887085,0.5433551669120789,0.04642821475863457,0.42424362897872925,0.5524431467056274,-0.0026306044310331345,0.4482422471046448,0.49640169739723206,0.03145136311650276,0.45270103216171265,0.5202744007110596,0.059929799288511276,0.44794902205467224,0.5447698831558228,0.07523342221975327,0.45009949803352356,0.557722806930542,-0.015216173604130745,0.47472259402275085,0.5030307173728943,0.023302830755710602,0.47561562061309814,0.532718300819397,0.05257589370012283,0.46756216883659363,0.5585046410560608,0.06375293433666229,0.47581490874290466,0.574741542339325,-0.02077956311404705,0.4973544776439667,0.5206394791603088,0.01610512100160122,0.4970523715019226,0.5496901869773865,0.040004052221775055,0.489186555147171,0.5749093890190125,0.046416301280260086,0.5007316470146179,0.5976788401603699,-0.022714443504810333,0.5141781568527222,0.546768069267273,0.006912617478519678,0.512520968914032,0.5684610605239868,0.02734377607703209,0.5063525438308716,0.5920310616493225,0.03616277873516083,Left,previous_track
0.45535165071487427,0.7191631197929382,-6.067167851142585e-05,0.4209979772567749,0.6733826398849487,0.030734604224562645,0.3976036608219147,0.620200514793396,0.03188352286815643,0.378193736076355,0.5730095505714417,0.03304744511842728,0.3542836308479309,0.5512340664863586,0.032543838024139404,0.412503719329834,0.5582537055015564,-0.01041456125676632,0.43613892793655396,0.5019551515579224,0.02254336141049862,0.43962204456329346,0.5299790501594543,0.051200732588768005,0.43391093611717224,0.5551062822341919,0.06648184359073639,0.43860360980033875,0.5620965361595154,-0.02150689996778965,0.4613793194293976,0.5098674893379211,0.014989858493208885,0.462377667427063,0.5404417514801025,0.04285599663853645,0.4547259509563446,0.567449152469635,0.05282454937696457,0.46482348442077637,0.5779585838317871,-0.025801053270697594,0.4828268587589264,0.526441752910614,0.007782779633998871,0.4836733937263489,0.5546750426292419,0.02872958406805992,0.47719740867614746,0.5800328850746155,0.033288560807704926,0.49040302634239197,0.5991832613945007,-0.026895904913544655,0.5001253485679626,0.5446398258209229,-0.002266316208988428,0.49889475107192993,0.5646164417266846,0.015550549142062664,0.49402114748954773,0.5892627239227295,0.02291709929704666,Left,previous_track
0.464593768119812,0.730322003364563,-5.570465509663336e-05,0.4292116165161133,0.6798797249794006,0.031355004757642746,0.4062575101852417,0.6237436532974243,0.03320024162530899,0.38737738132476807,0.5748728513717651,0.03572827950119972,0.3639695942401886,0.5521988272666931,0.03825283423066139,0.42508548498153687,0.5615274906158447,-0.0065642246045172215,0.4502218961715698,0.5070393681526184,0.028163308277726173,0.4504040479660034,0.5377265810966492,0.056623175740242004,0.44210782647132874,0.5621864199638367,0.07202380895614624,0.4514671862125397,0.567918062210083,-0.017167365178465843,0.47497615218162537,0.5196182131767273,0.02131543681025505,0.4735129475593567,0.5515480041503906,0.04797660931944847,0.4639744460582733,0.5756600499153137,0.05565837770700455,0.47730305790901184,0.5865934491157532,-0.02116682380437851,0.49590960144996643,0.537604808807373,0.017280375584959984,0.4949806332588196,0.5695575475692749,0.03701211139559746,0.4873172640800476,0.5948529839515686,0.038121387362480164,0.502098798751831,0.6100189089775085,-0.022147364914417267,0.5126043558120728,0.5608075857162476,0.008987429551780224,0.5107501149177551,0.5852079391479492,0.025605419650673866,0.505023717880249,0.6099927425384521,0.030012913048267365,Left,previous_track
0.4783240556716919,0.7442520260810852,-5.6320353905903175e-05,0.44669175148010254,0.6895356178283691,0.03012765944004059,0.427308589220047,0.6292991638183594,0.031248878687620163,0.41161951422691345,0.5773367881774902,0.033421166241168976,0.3893035650253296,0.5494430065155029,0.03524860739707947,0.4487055242061615,0.5715954303741455,-0.013173497281968594,0.4758407771587372,0.5204564929008484,0.021830864250659943,0.4755035638809204,0.5504299998283386,0.05202342942357063,0.4666423797607422,0.5747813582420349,0.06881856173276901,0.47514447569847107,0.5819988250732422,-0.023000234737992287,0.5004954934120178,0.537382185459137,0.014666353352367878,0.49793052673339844,0.5671288967132568,0.042073871940374374,0.4877241551876068,0.5901310443878174,0.04963945224881172,0.5007612109184265,0.6039398908615112,-0.025708770379424095,0.5208999514579773,0.5587509274482727,0.012738780118525028,0.5183250904083252,0.5884347558021545,0.032831188291311264,0.5096273422241211,0.6127077341079712,0.03371426835656166,0.5249170064926147,0.6302450895309448,-0.02557474561035633,0.5383933186531067,0.58404541015625,0.006352283526211977,0.53509521484375,0.607038140296936,0.023009618744254112,0.5276806354522705,0.6312844753265381,0.026263440027832985,Left,previous_track
0.47707605361938477,0.7562718391418457,-6.465951446443796e-05,0.4446110427379608,0.6987336874008179,0.03471236675977707,0.4246428608894348,0.6396478414535522,0.03672602400183678,0.4092479348182678,0.587763249874115,0.03858889266848564,0.38841238617897034,0.5608344078063965,0.04045242443680763,0.44467827677726746,0.5861260890960693,-0.01337704248726368,0.4742586314678192,0.5318052768707275,0.02115042507648468,0.47440895438194275,0.5588534474372864,0.052653975784778595,0.46571123600006104,0.5824225544929504,0.0699281170964241,0.4693998396396637,0.5972026586532593,-0.02595410868525505,0.4979580044746399,0.5466070175170898,0.011138061061501503,0.4957234859466553,0.5762878656387329,0.04152778163552284,0.48604556918144226,0.6006549596786499,0.051844943314790726,0.49401310086250305,0.6186332106590271,-0.03159647807478905,0.517670750617981,0.5688377022743225,0.005853712093085051,0.5155631899833679,0.5979470014572144,0.029718928039073944,0.5070073008537292,0.6223018765449524,0.033835671842098236,0.5177232623100281,0.6444460153579712,-0.03359534963965416,0.5346243977546692,0.5941983461380005,-0.005210299976170063,0.5320283770561218,0.6156540513038635,0.013729434460401535,0.5254254937171936,0.6401453614234924,0.020017165690660477,Left,previous_track
0.46090230345726013,0.7585344314575195,-3.8962927646934986e-05,0.42820361256599426,0.7117390036582947,0.02672049216926098,0.40616583824157715,0.6509752869606018,0.02312937192618847,0.3863845765590668,0.6010318994522095,0.021457310765981674,0.3616262376308441,0.5831969380378723,0.02077638916671276,0.41394078731536865,0.6059795022010803,-0.04277564585208893,0.4449259638786316,0.5364042520523071,-0.012552892789244652,0.4462965428829193,0.5668826699256897,0.02335505187511444,0.43713778257369995,0.5916237831115723,0.04485245421528816,0.4385961890220642,0.6161872744560242,-0.054989706724882126,0.47094711661338806,0.5467374920845032,-0.023227522149682045,0.4701226055622101,0.5800139904022217,0.016911417245864868,0.46022742986679077,0.6056337952613831,0.03264014422893524,0.4644370377063751,0.6362026333808899,-0.06109831854701042,0.4915603697299957,0.5672193765640259,-0.026795992627739906,0.49023669958114624,0.59981769323349,0.003802885767072439,0.4817207455635071,0.6247103214263916,0.011308151297271252,0.49015361070632935,0.6576868891716003,-0.06375698745250702,0.5077365040779114,0.5970894694328308,-0.037539225071668625,0.5054298043251038,0.6206129789352417,-0.017439646646380424,0.49888214468955994,0.6439560651779175,-0.010146108455955982,Left,previous_track
0.45713526010513306,0.7671688795089722,-5.096204040455632e-05,0.4233032166957855,0.7229998707771301,0.03009750507771969,0.3981306552886963,0.6615163087844849,0.028105946257710457,0.3746892809867859,0.6136425137519836,0.027624888345599174,0.34899649024009705,0.6011556386947632,0.0295906700193882,0.4006810188293457,0.6192915439605713,-0.040285877883434296,0.4285756051540375,0.5382820963859558,-0.007616523187607527,0.43344148993492126,0.5673530697822571,0.03077896311879158,0.42611464858055115,0.5948176383972168,0.054853472858667374,0.4257831573486328,0.6251117587089539,-0.05334595963358879,0.4547955393791199,0.5438835620880127,-0.01908407174050808,0.4575404226779938,0.5772507190704346,0.024068059399724007,0.4491695761680603,0.6061695218086243,0.042339593172073364,0.45317989587783813,0.6395165920257568,-0.05980205908417702,0.47641435265541077,0.561906099319458,-0.022809870541095734,0.4785248339176178,0.595074474811554,0.010929504409432411,0.4715958535671234,0.6230328679084778,0.020048396661877632,0.4806918799877167,0.6542584300041199,-0.06257741898298264,0.4951165020465851,0.587655782699585,-0.03371559455990791,0.49520766735076904,0.6123839020729065,-0.010571812279522419,0.4900479018688202,0.6392433047294617,-0.0018285581609234214,Left,previous_track
0.4665771424770355,0.7683534622192383,-4.9738340749172494e-05,0.4319343864917755,0.7215401530265808,0.03655107319355011,0.4057545065879822,0.6609166264533997,0.037306830286979675,0.380176305770874,0.6137127876281738,0.037421997636556625,0.3557837903499603,0.6009958386421204,0.04098258167505264,0.40356630086898804,0.6192346215248108,-0.03201444819569588,0.4304954409599304,0.5329009294509888,0.0010293594095855951,0.4365185797214508,0.5621401071548462,0.039433691650629044,0.42975133657455444,0.5908384919166565,0.06354463845491409,0.4265140891075134,0.6225489974021912,-0.04966197907924652,0.4556744396686554,0.5365964770317078,-0.014804423786699772,0.4597741663455963,0.5698784589767456,0.027650905773043633,0.45141667127609253,0.599584698677063,0.04489508643746376,0.4533645510673523,0.6336517930030823,-0.06055804714560509,0.47660207748413086,0.5518006086349487,-0.022990921512246132,0.4807702302932739,0.5857571959495544,0.0106474868953228,0.47381049394607544,0.6151543855667114,0.01861962117254734,0.4805438816547394,0.6458203196525574,-0.06769668310880661,0.4954903721809387,0.5769303441047668,-0.03726142644882202,0.497320294380188,0.6026343703269958,-0.014296744018793106,0.4922240078449249,0.6305521130561829,-0.006657762452960014,Left,previous_track
0.47360047698020935,0.7638158798217773,-5.1014059863518924e-05,0.43950462341308594,0.7109879851341248,0.04141457378864288,0.41537997126579285,0.6500532031059265,0.043896615505218506,0.39147892594337463,0.601382851600647,0.045218467712402344,0.36723756790161133,0.585899293422699,0.04850861057639122,0.4152873158454895,0.6041046380996704,-0.02429865673184395,0.44290071725845337,0.5212860703468323,0.011298754252493382,0.44877755641937256,0.5504110455513,0.04911705479025841,0.44171202182769775,0.5785680413246155,0.07193233072757721,0.4386039972305298,0.6083099246025085,-0.043311458081007004,0.4694041311740875,0.5271974802017212,-0.005076170898973942,0.4729853570461273,0.5607210397720337,0.03638891503214836,0.46403393149375916,0.5897204279899597,0.052136559039354324,0.46540284156799316,0.6209531426429749,-0.055044714361429214,0.4908541440963745,0.5434820652008057,-0.013416699133813381,0.4941239356994629,0.5777625441551208,0.020313048735260963,0.48652443289756775,0.6066461801528931,0.027134500443935394,0.4924446642398834,0.6347841024398804,-0.06286920607089996,0.5082991123199463,0.5688179135322571,-0.028529394418001175,0.5092589259147644,0.5946011543273926,-0.004771202336996794,0.5037753582000732,0.6218251585960388,0.002202823758125305,Left,previous_track
0.4785217344760895,0.751312792301178,-5.732819772674702e-05,0.43937140703201294,0.7007031440734863,0.027707833796739578,0.4111158549785614,0.6443392038345337,0.02616056427359581,0.3877604603767395,0.5974193811416626,0.026900673285126686,0.3616982400417328,0.5799276828765869,0.027539540082216263,0.42938271164894104,0.5891197919845581,-0.030658461153507233,0.44741129875183105,0.512086033821106,0.004114593844860792,0.450041800737381,0.5434614419937134,0.04129159078001976,0.4452812075614929,0.5748562216758728,0.06361217796802521,0.4591588079929352,0.5931118726730347,-0.039496831595897675,0.474283903837204,0.5211520195007324,-0.0030117484275251627,0.4742741584777832,0.5524559617042542,0.03109002113342285,0.46847110986709595,0.5825144648551941,0.04365537315607071,0.48804041743278503,0.6073013544082642,-0.040572281926870346,0.4986938536167145,0.537983775138855,-0.0031347968615591526,0.49827325344085693,0.5680986046791077,0.02306591533124447,0.493720680475235,0.5976601243019104,0.02873844839632511,0.5156109929084778,0.62407386302948,-0.03814641386270523,0.5197932720184326,0.5591787695884705,-0.009877082891762257,0.5177799463272095,0.5822718739509583,0.009599517099559307,0.51450115442276,0.6100566983222961,0.016436833888292313,Left,previous_track
0.48621290922164917,0.7404658794403076,-7.395213469862938e-05,0.4442865550518036,0.6949478387832642,0.024681631475687027,0.4150262475013733,0.6379883885383606,0.021782832220196724,0.3921066224575043,0.5909810066223145,0.023583630099892616,0.366931676864624,0.568654477596283,0.023926621302962303,0.43847888708114624,0.5818289518356323,-0.03317134454846382,0.4544580578804016,0.5059329271316528,0.004496286623179913,0.4551145136356354,0.5397562980651855,0.04116688668727875,0.45056819915771484,0.5722136497497559,0.06077665463089943,0.47033530473709106,0.5871789455413818,-0.03899475932121277,0.48119547963142395,0.5138482451438904,-0.0009630655404180288,0.47876664996147156,0.5449337959289551,0.03318682312965393,0.4741908311843872,0.5761549472808838,0.04446469247341156,0.5004013776779175,0.6017390489578247,-0.036449916660785675,0.505929708480835,0.5294640064239502,0.0027147019281983376,0.502586305141449,0.55864018201828,0.02994401752948761,0.4994674623012543,0.5887405872344971,0.03473813086748123,0.5278371572494507,0.6184961795806885,-0.030761346220970154,0.5260301828384399,0.5550535321235657,0.0010920856148004532,0.5215839743614197,0.5761663913726807,0.02244950272142887,0.5194015502929688,0.6027823686599731,0.029711337760090828,Left,previous_track
